,sentence,label,source
2511,But the service was beyond bad.,0,yelp
2512,"I'm so happy to be here!!!""",1,yelp
2513,Tasted like dirt.,0,yelp
2514,One of the few places in Phoenix that I would definately go back to again .,1,yelp
2515,The block was amazing.,1,yelp
2516,"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,yelp
2517,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1,yelp
2518,My sashimi was poor quality being soggy and tasteless.,0,yelp
2519,Great time - family dinner on a Sunday night.,1,yelp
2520,"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,yelp
2521,"What did bother me, was the slow service.",0,yelp
2522,The flair bartenders are absolutely amazing!,1,yelp
2523,Their frozen margaritas are WAY too sugary for my taste.,0,yelp
2524,These were so good we ordered them twice.,1,yelp
2525,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0,yelp
2526,My girlfriend's veal was very bad.,0,yelp
2527,"Unfortunately, it was not good.",0,yelp
2528,I had a pretty satifying experience.,1,yelp
2529,Join the club and get awesome offers via email.,1,yelp
2530,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,yelp
2531,Bland and flavorless is a good way of describing the barely tepid meat.,0,yelp
2532,"The chains, which I'm no fan of, beat this place easily.",0,yelp
2533,The nachos are a MUST HAVE!,1,yelp
2534,We will not be coming back.,0,yelp
2535,"I don't have very many words to say about this place, but it does everything pretty well.",1,yelp
2536,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,yelp
2537,"Great atmosphere, friendly and fast service.",1,yelp
2538,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,yelp
2539,Once your food arrives it's meh.,0,yelp
2540,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,yelp
2541,The classic Maine Lobster Roll was fantastic.,1,yelp
2542,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,yelp
2543,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1,yelp
2544,"The chips and salsa were really good, the salsa was very fresh.",1,yelp
2545,This place is great!!!!!!!!!!!!!!,1,yelp
2546,Mediocre food.,0,yelp
2547,Once you get inside you'll be impressed with the place.,1,yelp
2548,I'm super pissd.,0,yelp
2549,And service was super friendly.,1,yelp
2550,Why are these sad little vegetables so overcooked?,0,yelp
2551,This place was such a nice surprise!,1,yelp
2552,They were golden-crispy and delicious.,1,yelp
2553,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,yelp
2554,I could eat their bruschetta all day it is devine.,1,yelp
2555,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0,yelp
2556,"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,yelp
2557,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,yelp
2558,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0,yelp
2559,The service was terrible though.,0,yelp
2560,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0,yelp
2561,It was packed!!,0,yelp
2562,I love this place.,1,yelp
2563,I can say that the desserts were yummy.,1,yelp
2564,The food was terrible.,0,yelp
2565,The seasonal fruit was fresh white peach puree.,1,yelp
2566,It kept getting worse and worse so now I'm officially done.,0,yelp
2567,This place should honestly be blown up.,0,yelp
2568,But I definitely would not eat here again.,0,yelp
2569,Do not waste your money here!,0,yelp
2570,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,yelp
2571,The crêpe was delicate and thin and moist.,1,yelp
2572,Awful service.,0,yelp
2573,Won't ever go here again.,0,yelp
2574,Food quality has been horrible.,0,yelp
2575,For that price I can think of a few place I would have much rather gone.,0,yelp
2576,The service here is fair at best.,0,yelp
2577,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,yelp
2578,Do yourself a favor and stay away from this dish.,0,yelp
2579,Very poor service.,0,yelp
2580,No one at the table thought the food was above average or worth the wait that we had for it.,0,yelp
2581,"Best service and food ever, Maria our server was so good and friendly she made our day.",1,yelp
2582,They were excellent.,1,yelp
2583,I paid the bill but did not tip because I felt the server did a terrible job.,0,yelp
2584,Just had lunch here and had a great experience.,1,yelp
2585,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,yelp
2586,Food is way overpriced and portions are fucking small.,0,yelp
2587,I recently tried Caballero's and I have been back every week since!,1,yelp
2588,"for 40 bucks a head, i really expect better food.",0,yelp
2589,The food came out at a good pace.,1,yelp
2590,"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,yelp
2591,I won't be back.,0,yelp
2592,We could not believe how dirty the oysters were!,0,yelp
2593,This place deserves no stars.,0,yelp
2594,I would not recommend this place.,0,yelp
2595,"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,yelp
2596,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,yelp
2597,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,yelp
2598,the potatoes were great and so was the biscuit.,1,yelp
2599,I probably would not go here again.,0,yelp
2600,So flavorful and has just the perfect amount of heat.,1,yelp
2601,The price is reasonable and the service is great.,1,yelp
2602,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,yelp
2603,My fella got the huevos rancheros and they didn't look too appealing.,0,yelp
2604,"Went in for happy hour, great list of wines.",1,yelp
2605,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1,yelp
2606,I probably won't be coming back here.,0,yelp
2607,Worst food/service I've had in a while.,0,yelp
2608,"This place is pretty good, nice little vibe in the restaurant.",1,yelp
2609,Talk about great customer service of course we will be back.,1,yelp
2610,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,yelp
2611,I love their fries and their beans.,1,yelp
2612,Always a pleasure dealing with him.,1,yelp
2613,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,yelp
2614,This place is awesome if you want something light and healthy during the summer.,1,yelp
2615,"For sushi on the Strip, this is the place to go.",1,yelp
2616,"The service was great, even the manager came and helped with our table.",1,yelp
2617,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,yelp
2618,"I started this review with two stars, but I'm editing it to give it only one.",0,yelp
2619,this is the worst sushi i have ever eat besides Costco's.,0,yelp
2620,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,yelp
2621,My boyfriend and i sat at the bar and had a completely delightful experience.,1,yelp
2622,Weird vibe from owners.,0,yelp
2623,There was hardly any meat.,0,yelp
2624,I've had better bagels from the grocery store.,0,yelp
2625,Go To Place for Gyros.,1,yelp
2626,"I love the owner/chef, his one authentic Japanese cool dude!",1,yelp
2627,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,yelp
2628,I found a six inch long piece of wire in my salsa.,0,yelp
2629,"The service was terrible, food was mediocre.",0,yelp
2630,We definately enjoyed ourselves.,1,yelp
2631,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,yelp
2632,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,yelp
2633,I had about two bites and refused to eat anymore.,0,yelp
2634,The service was extremely slow.,0,yelp
2635,"After 20 minutes wait, I got a table.",0,yelp
2636,Seriously killer hot chai latte.,1,yelp
2637,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,yelp
2638,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,yelp
2639,Their rotating beers on tap is also a highlight of this place.,1,yelp
2640,Pricing is a bit of a concern at Mellow Mushroom.,0,yelp
2641,Worst Thai ever.,0,yelp
2642,If you stay in Vegas you must get breakfast here at least once.,1,yelp
2643,I want to first say our server was great and we had perfect service.,1,yelp
2644,The pizza selections are good.,1,yelp
2645,"I had strawberry tea, which was good.",1,yelp
2646,Highly unprofessional and rude to a loyal patron!,0,yelp
2647,"Overall, a great experience.",1,yelp
2648,Spend your money elsewhere.,0,yelp
2649,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1,yelp
2650,The Buffet at Bellagio was far from what I anticipated.,0,yelp
2651,"And the drinks are WEAK, people!",0,yelp
2652,-My order was not correct.,0,yelp
2653,"Also, I feel like the chips are bought, not made in house.",0,yelp
2654,After the disappointing dinner we went elsewhere for dessert.,0,yelp
2655,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1,yelp
2656,We won't be returning.,0,yelp
2657,This is my new fav Vegas buffet spot.,1,yelp
2658,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,yelp
2659,"Very, very sad.",0,yelp
2660,"i felt insulted and disrespected, how could you talk and judge another human being like that?",0,yelp
2661,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0,yelp
2662,I'm not impressed with the concept or the food.,0,yelp
2663,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0,yelp
2664,"There is really nothing for me at postinos, hope your experience is better",0,yelp
2665,I got food poisoning here at the buffet.,0,yelp
2666,They brought a fresh batch of fries and I was thinking yay something warm but no!,0,yelp
2667,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,yelp
2668,"Needless to say, I won't be going back anytime soon.",0,yelp
2669,This place is disgusting!,0,yelp
2670,"Every time I eat here, I see caring teamwork to a professional degree.",1,yelp
2671,The RI style calamari was a joke.,0,yelp
2672,"However, there was so much garlic in the fondue, it was barely edible.",0,yelp
2673,"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,yelp
2674,"It was so bad, I had lost the heart to finish it.",0,yelp
