reviews,reviews_clean,labels,labels_name
"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",jimmi stewart ever great hero hitchcock stori rip along cool climax embassi function lack brood menac hitchcock black white lowbudget original,1,Good
Nevertheless yet another wonderful film from the great master's stable.  ,nevertheless yet anoth wonder film great master stable,1,Good
I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,say thi film wa excel produc top rate typic sci fi film,1,Good
Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,excel produc one scifi best produc scot vandiv,1,Good
"But it is entertaining, nonetheless.  ",entertaining nonetheless,1,Good
It's a campy sort of film that's a joy to watch.  ,campi sort film joy watch,1,Good
There's barely a boring moment in the film and there are plenty of humorous parts.  ,bare bore moment film plenti humor parts,1,Good
The cast is always entertaining as usual.  ,cast alway entertain usual,1,Good
"Overall, a delight!  ",overall delight,1,Good
"This movie is so mind-bendingly awful, it couldn't have even been created.  ",thi movi mindbendingli awful could not even created,0,Bad
The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,film lack ani real scare tension medic terminolog use throughout bit iffi say least say insulin depend diabet,0,Bad
The least said about the acting the better.  ,least said act better,0,Bad
This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,thi movi doe excel job reveal complex task incred challeng face south africa,1,Good
I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,believ everi one see thi movi think peopl outsid south africa understand past attempt truth reconcili process,1,Good
Nothing short of magnificent photography/cinematography in this film.  ,noth short magnific photographycinematographi thi film,1,Good
"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",act fantastic stori seamlessli woven together dog splendid must rent view see,1,Good
Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,not afraid subtitles worth littl avers therapi,1,Good
Excellent performance.  ,excel performance,1,Good
There still are good actors around!  ,still good actor around,1,Good
Also great directing and photography.  ,also great direct photography,1,Good
"Very true to Shakespear, and a 'must' for all Shakespear fans.  ",veri true shakespear must shakespear fans,1,Good
"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",macbeth jason connery move tear hi final monolog brief candle h gave sphere moral decay dark forc human face make interesting,1,Good
"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",helen baxendal veri credibl ladi macbeth veri cheerful time sometim look like naughti girl deadli tast blood evil,1,Good
"If you love death and decay, and Shakespears lyrics... this is the one.  ",love death decay shakespear lyrics thi one,1,Good
"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",thi witti delight adapt dr seuss book brilliantli anim upa finest thoroughli deserv academi award,1,Good
"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",special mention made superb music score sound effects integr element help make thi memor enjoy cartoon,1,Good
However Paul Schrader has indeed made a film about Mishima that is both superb & complex.  ,howev paul schrader ha inde made film mishima superb complex,1,Good
Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,also notabl john bailey fine crisp beauti color cinematographi great product design costum eiko ishioka went memor costum coppola dracula receiv well deserv oscar,1,Good
"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",even allow poor product valu time format kind miniseries thi baaaaaad,0,Bad
"Unless you're just out to visually collect all extant films of Austen's work, you can skip this one.  ",unless visual collect extant film austen work skip thi one,0,Bad
"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",watch however small consolations actress play ann sister wonder job roles,1,Good
It is not good.  ,not good,0,Bad
"Speaking of the music, it is unbearably predictably and kitchy.  ",speak music unbear predict kitchy,0,Bad
Then the film just dropped the ball.  ,film drop ball,0,Bad
This is a stunning movie.  ,thi stun movie,1,Good
Raw and sublimely moving.  ,raw sublim moving,1,Good
"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",felt like veri gripping intellig stage play without overli theatric feel one actual get watch peopl stage play everyon terror white lie escal monstrou consequences,1,Good
All of the main players are mesmerising.  ,main player mesmerising,1,Good
Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,tom wilkinson broke heart end everyon els judg amount fumbl hanki hand go face among male femal alike,1,Good
Julian Fellowes has triumphed again.  ,julian fellow ha triumph,1,Good
He's a national treasure.  ,nation treasure,1,Good
GO AND SEE IT!  ,go see,1,Good
This is an excellent film.  ,thi excel film,1,Good
The aerial scenes were well-done.  ,aerial scene welldone,1,Good
It was also the right balance of war and love.  ,wa also right balanc war love,1,Good
"The film gives meaning to the phrase, Never in the history of human conflict has so much been owed by so many to so few.  ",film give mean phrase never histori human conflict ha much owe mani,1,Good
Kris Kristoffersen is good in this movie and really makes a difference.  ,kri kristoffersen good thi movi realli make difference,1,Good
A good film by a great director!  ,good film great director,1,Good
This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,thi definit one better documentari seen look famili relationship marriage,1,Good
"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",mani continu errors one user comment differ car garage joe glasses th one got wa fact joe facial hair configur seem chang scene scene,0,Bad
